INSPECTION_ID,INSPECTION_DATE,INSPECTION_METHOD,INSPECTION_REPORT_DATE,INSPECTION_NOTES,NUM_INSPECTION,NUM_POI,POI_ID_1,POI_COUNTY_1,POI_SOURCE_1,POI_TRIBUTARY_TO_1,POI_LATITUDE_1,POI_LONGITUDE_1,POI_DESCRIPTION_1,PRIMARY_POI_1,POI_ID_2,POI_COUNTY_2,POI_SOURCE_2,POI_TRIBUTARY_TO_2,POI_LATITUDE_2,POI_LONGITUDE_2,POI_DESCRIPTION_2,PRIMARY_POI_2,POI_ID_3,POI_COUNTY_3,POI_SOURCE_3,POI_TRIBUTARY_TO_3,POI_LATITUDE_3,POI_LONGITUDE_3,POI_DESCRIPTION_3,PRIMARY_POI_3,INVESTIGATION_ID,INVESTIGATION_TYPE,INVESTIGATION_START_DATE,INVESTIGATION_CLOSURE_DATE,NUM_OF_VIOLATIONS,ENF_CASE_NUMBER,ENFOCEMENT_ACTION_TYPE,ENF_CASE_CLOSURE_DATE,INVESTIGATION_LEAD_STAFF,INVEST_SECTION_OR_OFFICE,INVESTIGATION_SWEEP,RESOURCE_VALUE_PRIORITY,INVESTIGATION_SUMMARY,ASSOCIATED_WR_TO_INV
7488,4/16/2021,Office,,"SIUR says POD is on an unnamed stream, landvision and Ewrims gis view make it look like the pond on the edge of the property is where the POD is",1,1,12226,Mendocino,Unnamed stream,Pudding Creek,39.4769,-123.7287,H500108 01,Y,,,,,,,,,,,,,,,,,13547,Revocation - Voluntary,4/16/2021,,0,,,,Christopher Baimas,Water Rights Cannabis Enforcement,,,"Mendocino APN 069-220-22

Voluntary revocation of H500108 requested by Annah Neuman and Mike Mosquini on 3/2/21, received on 4/9/21. Revocation request asks for partial revocation for ""other: ending cultivation""

Follow up with Mike changed request to full revocation as they no longer plan to cultivate. Domestic water will be from a GW well. Diversion is onstream pond, water right cannot be revoked until pond is remediated or covered under a new water right. Mike is working on a solution.",H500108
7489,4/16/2021,Office,,LandVision shows large pond in the middle of the property. All associated water rights state spring as the POD source,1,3,12227,Humboldt,Unnamed stream,Dean Creek,40.1218,-123.7609,H500259 01,Y,12229,Humboldt,Unnamed spring,Dean Creek,40.121973,-123.760824,D032823 01,N,12228,Humboldt,,Dean Creek,40.12184387,-123.76067205,S026310 01,N,13548,Revocation - Voluntary,4/16/2021,,0,,,,Christopher Baimas,Water Rights Cannabis Enforcement,,,"Humboldt APN 223-291-003-000

Voluntary revocation of H500259 from Nate Pollette requesting full revocation, reason: now rainwater catchment for irrigation","D032823,H500259,S026310"
7490,9/19/2019,Field,,Groundwater,1,,,,,,,,,,,,,,,,,,,,,,,,,,13549,Cannabis,9/19/2019,,0,,,,Zachary  Gomer,Water Rights Cannabis Enforcement,,,"Kyle Caldwell
Humboldt APN 222-121-004-000 and 222-121-005-000

Creating record as ordered by Karen Kramer as data cleanup. I am not involved in this investigation.
Chris Borsh
","NJ000358,UN002753"
7491,9/18/2019,Field,,Groundwater,1,,,,,,,,,,,,,,,,,,,,,,,,,,13550,Cannabis,9/18/2019,,0,,,,Zachary  Gomer,Water Rights Cannabis Enforcement,,,"Glen Perkins
Humboldt APN 216-393-004-000

Creating investigation as ordered by Karen Kramer. I am not a part of this investigation.
Chris Borsh, Analyst","NJ000359,UN002754"
7492,1/10/2019,Field,,Rainwater,1,,,,,,,,,,,,,,,,,,,,,,,,,,13551,Cannabis,1/10/2019,,0,,,,Zachary  Gomer,Water Rights Cannabis Enforcement,,,"Daniela Taseva and Raycho Vuhlev
Humboldt APN 219-061-013-000

Creating investigation as ordered by Karen Kramer. I am unassociated with this investigation.
Chris Borsh, Acting CES Secretary","NJ000360,UN002755"
7493,1/8/2019,Field,,Rainwater,1,,,,,,,,,,,,,,,,,,,,,,,,,,13552,Cannabis,1/8/2019,,0,,,,Zachary  Gomer,Water Rights Cannabis Enforcement,,,"Matthew Quittenton
Humboldt APN 219-051-090-000

Creating Investigation as ordered by Karen Kramer.  I am not a part of this investigation.
Chris Borsh, Acting CES Secretary","NJ000361,UN002756"
7494,1/8/2019,Field,,Surface water. Unknown details based on Cannabis Enforcement Tracker,1,,,,,,,,,,,,,,,,,,,,,,,,,,13553,Cannabis,1/8/2019,,0,,,,Zachary  Gomer,Water Rights Cannabis Enforcement,,,"Prime Harvest LLC
Humboldt APN 220-311-050-000

creating record at order of Karen Kramer. I am unassociated with this investigation.
Chris Borsh, Acting CES Secretary",UN002757
7495,4/19/2021,Office,,Well completion report identified on property WCR349943.  Property is also managed under adjudicated water right with Shasta Watermaster,1,1,12232,Siskiyou,To be determined,,,,Created from complaint ID: 6222,Y,,,,,,,,,,,,,,,,,13554,Complaint,4/19/2021,4/28/2021,0,,,,Christopher  Borsh,Water Rights Cannabis Enforcement,,,"Siskiyou County APN: 013-400-040-000

COMP-50511 - Message from Stormer Feiler (DWR):

Karen:
Here is a new complaint I would like for Chris B. to work up and look into.

I reviewed Landvision and based upon 2020 aerial imagery don¿t see and obvious water truck operation associated with a surface water body, but we should do our diligence and contact the complainant and Lieutenant MacDonald with DFW to determine if this is a surface water diversion being used for water hauling for cannabis cultivation- It does look like a pond may have been developed adjacent to the main road, but I see no surface water source near it that would facilitate diversion to the pond. We may also want to contact the Shasta River watermaster to see if they know anything about this property and its water sources-

Subject property:
APN: 013-400-040-000
4100 E STATE HIGHWAY 3 MONTAGUE, CA 96064


Message from Alex Sweat (DWR):
Hi Stormer,

I just got off the phone with Lieutenant McDonald of CDFW in Siskiyou County and an activist in the Shasta River watershed. The activist stated that there is a water truck that is making repeated trips in and out of a parcel that is along the Shasta River. The presumption is that, the water trucks are headed to the Shasta Vista cannabis grows but that hasn't been established yet.

It seems like we will have to establish a few things, are we sure water is leaving the property and not coming in, is it a groundwater pump that is sourcing the water, is it actually taking water to cannabis grows.

Is this something that you are interested in looking into, or I can also try to establish a few more facts first. The Shasta River is watermastered so the next step I see is contacting the watermaster.

Let me know what you think! I know you responded to complaints regarding groundwater pumping to water trucks to Shasta Vista cannabis grows so I wanted to at least let you know and or coordinate.

The property is in Siskiyou County APN: 013-400-040-000

-Alex


Message from complainant's attorney:
Attached is the photo of the truck going into the Bill Macke property. I can likely get contact info for the person who observed the repeat trips and surmised, based on facts I am not yet privy to, the destination is marijuana grows to the east based on direction of travel once loaded.

The person who took the photo is a neighbor and said the property only has a domestic well so assumed the pump necessary to fill a 4500 gallon tank, based on time on the property, must be the one he has in the river/riparian.",UN002758
7496,4/16/2021,Office,4/19/2021,"Preliminary investigation completed. KG will reach out to Kristofer (water agent) to set up a meeting (with Sahil) to go over exact POU/POD/APN numbers. May need to update POD on eWRIMS, revoke water right, or do an inspection.",4,2,12233,Sonoma,Unnamed stream,Five Creek,38.35405281,-122.63329713, A017919 01,Y,12218,Sonoma,Unnamed stream,Five Creek,38.35405281,-122.63329713,A020825 01,N,,,,,,,,,13516,Revocation - Voluntary,4/7/2021,5/4/2021,0,,,,Kajol Gupta,Water Rights - Enf - NC,,High,"Request for revocation dated February 25, 2020 received by SWRCB via e-mail on March 26, 2021 forwarded to Enforcement Section on April 7, 2021. Sonoma County.

KG (5/4/2021):
Zimmerman wanted to revoke A020825 for non-use since POD is abandoned. Primarily uses A017919 (both mention each other in license). Had meeting with Kristofer Olof (water agent), and decided to go through with revocation order/cover letter. Revocation order/letter processed at clerical. ",A020825
7497,4/14/2021,Office,,Request for revocation.,1,1,12235,Placer,Unnamed spring,,39.04720233,-120.73691857,A024997 01,Y,,,,,,,,,,,,,,,,,13555,Revocation - Voluntary,4/14/2021,,0,,,,Oxcar  Macias,Water Rights - Enf - SV,,Low,"Request for revocation dated March 27, 2021 received by SWRCB via postal mail on April 14, 2021.  Placer County.",A024997
7498,4/20/2021,Office,4/20/2021,CDFW told not to pursue,1,1,12236,Santa Cruz,Unnamed stream,Soquel Creek,37.184483,-122.04015,,Y,,,,,,,,,,,,,,,,,13512,Cannabis,4/6/2021,4/20/2021,0,,,,Richard Ramirez,Water Rights Cannabis Enforcement,,,Case closed; Trespass grow and were told not to pursue by CDFW,"UN002727,NJ000363"
7499,4/20/2021,Office,,LandVision review shows no pond. Residence on property that will need water,1,1,12237,Humboldt,Unnamed spring,Unnamed stream,40.463854,-123.719552,H508737 01,Y,,,,,,,,,,,,,,,,,13557,Revocation - Voluntary,4/20/2021,7/19/2021,0,,,,Christopher Baimas,Water Rights Cannabis Enforcement,,,"Humboldt APN 210-042-012-000 Steve Kohn (Left Coast Redwood LLC)

Voluntary revocation of H508737

Contacted Patrick Kohn via email. moved to rainwater catchment and will not need SIUR. Domestic water comes from S028283

SIUR revoked on 7/19/21",H508737
7500,4/20/2021,Office,,LandVision review shows no ponds. Residence on property will need water,1,2,12238,Humboldt,Unnamed stream,Wilson Creek,41.346432,-123.534908,H503575 02,Y,12239,Humboldt,Wilson Creek,Klamath River,41.347121,-123.5334,H503575 01,N,,,,,,,,,13558,Revocation - Voluntary,4/20/2021,,0,,,,Christopher Baimas,Water Rights Cannabis Enforcement,,,"Humboldt APN 529-053-004 Robert Erickson

Voluntary Revocation of H503575",H503575
7501,9/11/2018,Field,5/8/2020,"Humboldt County Inspection. 

APN: 223-061-011-000
Mailing Address: 1575 Sprowl Creek Rd.
Garberville CA, 95542
",1,1,12240,Humboldt,South Fork Eel River,Eel River,40.095174,-123.802298,D032753 01,Y,,,,,,,,,,,,,,,,,11785,Cannabis,9/11/2018,4/20/2021,0,,,,Zachary  Gomer,Water Rights Cannabis Enforcement,,,"Humboldt County Inspection. 

APN: 223-061-011-000
Mailing Address: 1575 Sprowl Creek Rd.
Garberville CA, 95542
","UN002197,D032753"
7502,4/22/2021,Office,4/22/2021,"It's been determined an SDUR is needed based on Ezra Post's situation. KG routed over SDUR to Ezra Post, pending submission/approval. ",6,1,12157,Mendocino,Haehl Creek,South Fork Eel River,39.37138,-123.351898,on-stream reservoir,Y,,,,,,,,,,,,,,,,,13395,Complaint,3/5/2021,5/3/2021,0,,,,Kajol Gupta,Water Rights - Enf - NC,,,"5/3/2021: KG
Ezra Post filed a complaint regarding an allegation that his neighbor's (Alvin Robinson) cannabis cultivation is affecting his drinking water. Based on his allegation, it appears that Ezra Post has an unpermitted on-stream reservoir and has identified a domestic diversion. Ezra Post has neither a Statement or water right on file for the domestic diversion and reservoir on file. It would appear Ezra Post will need to consider filing for a SDUR (Small Domestic Use Registration). KG routed over SDUR to Ezra Post, which he filled out and submitted. SDUR is received/approved.
",UN002615
7503,4/16/2021,Office,4/16/2021,No water rights on file for irrigation; no CDFA license. Actively growing based on aerials of last year+info from CDFW,3,4,12468,Lake,Unnamed spring,,38.7031,-122.5531,D032720 02,Y,12471,Lake,Unnamed spring,,38.7032229,-122.55181849,S025850 01,N,12470,Lake,Unnamed spring,,38.70309872,-122.55310008,S025849 01,N,12212,Cannabis,9/1/2020,,0,,,,Richard Ramirez,Water Rights Cannabis Enforcement,,,"Lake County APN 013-045-160-000 & 013-045-090 was inspected by CDFW and found two points of diversion.  A onstream reservoir on 013-450-160 and a spring used for cannabis cultivation on 013-045-090.

Renee Avila issued a Notice of Violation to Maria Lenta regarding these two points of diversion.

Review of eWRIMS GIS shows 013-045-160-000 and 013-045-090 has a domestic registraion D032720
S025850 and S025849
","S025849,UN002614,S025850,D032720"
7504,4/19/2021,Field,4/23/2021,Cannabis cultivation+ non-compliant diversions; report will be attached,3,4,12468,Lake,Unnamed spring,,38.7031,-122.5531,D032720 02,Y,12471,Lake,Unnamed spring,,38.7032229,-122.55181849,S025850 01,N,12470,Lake,Unnamed spring,,38.70309872,-122.55310008,S025849 01,N,12212,Cannabis,9/1/2020,,0,,,,Richard Ramirez,Water Rights Cannabis Enforcement,,,"Lake County APN 013-045-160-000 & 013-045-090 was inspected by CDFW and found two points of diversion.  A onstream reservoir on 013-450-160 and a spring used for cannabis cultivation on 013-045-090.

Renee Avila issued a Notice of Violation to Maria Lenta regarding these two points of diversion.

Review of eWRIMS GIS shows 013-045-160-000 and 013-045-090 has a domestic registraion D032720
S025850 and S025849
","S025849,UN002614,S025850,D032720"
7505,4/23/2021,Office,,"
Had meeting with water agent; pending preparation of revocation order/cover letter.",4,2,12233,Sonoma,Unnamed stream,Five Creek,38.35405281,-122.63329713, A017919 01,Y,12218,Sonoma,Unnamed stream,Five Creek,38.35405281,-122.63329713,A020825 01,N,,,,,,,,,13516,Revocation - Voluntary,4/7/2021,5/4/2021,0,,,,Kajol Gupta,Water Rights - Enf - NC,,High,"Request for revocation dated February 25, 2020 received by SWRCB via e-mail on March 26, 2021 forwarded to Enforcement Section on April 7, 2021. Sonoma County.

KG (5/4/2021):
Zimmerman wanted to revoke A020825 for non-use since POD is abandoned. Primarily uses A017919 (both mention each other in license). Had meeting with Kristofer Olof (water agent), and decided to go through with revocation order/cover letter. Revocation order/letter processed at clerical. ",A020825
7506,4/8/2021,Office,4/9/2021,"Met with Jeremy Wright regarding water right, appears to be mistake at DMU. On April 9, 2021, a revocation notice was sent to adjacent neighbor (Wanda Elliot) to see if she wants claim water right.",3,1,12151,Del Norte,Elk Creek,,41.98754878,-123.71603831,A018608 01,Y,,,,,,,,,,,,,,,,,13387,Revocation - Voluntary,3/18/2021,7/22/2021,0,,,,Kajol Gupta,Water Rights - Enf - NC,,Low,"Request for revocation dated March 18, 2021, received by SWRCB on same date.  Del Norte County.

KG (7/22/2021):
 Received March 18, 2021. Jeremy Wright wanted a voluntary revocation on License A018608. Upon further inspection, discussion, and office investigation it appears that POD/POU is on adjacent neighbor's property, not his (mistake at DMU). On April 9, 2021, a revocation notice was sent to adjacent neighbor (Wanda Elliot) to see if she wants claim water right. Based on this answer, ownership change will need to be made at DMU. Was not her water right, because no one is claiming water right, went through with voluntary revocation.

Revocation order and cover letter went out as of 7/29/2021",A018608
7507,4/23/2021,Office,,Request for revocation.,1,1,12243,San Bernardino,Unnamed stream,,34.30255965,-117.30023963,A007202 01,Y,,,,,,,,,,,,,,,,,13563,Revocation - Voluntary,4/23/2021,5/20/2021,0,,,,Darren T. Tran,Water Rights - Enf - SC&CC,,Low,"Request for revocation dated April 17, 2021, received by SWRCB via postal mail on April 23, 2021.  San Bernardino County.
4/29/2021 - Assigned to A. Barrales.
5/4/2021 - Re-assigned to D. Tran do to availability.  
5/5/2021 - Review records, license, Landvision, etc., prepare draft order
5/20/2021 - Order and letter sent.",A007202
7508,1/26/2021,Office,,Investigation report issued.  water hauling is occurring from ag wells that are non-jurisdictional,1,1,12245,Siskiyou,,,,,,,,,,,,,,,,,,,,,,,13565,Complaint,8/22/2020,1/26/2021,0,,,,Christopher  Borsh,Water Rights Cannabis Enforcement,,,"Numerous complaints alleging water hauling from ag well sales in Montague, Siskiyou County",NJ000364
7509,4/29/2021,Office,4/29/2021,"eWRIMS did not have any water rights on file; aerial images from landvision, dated 01-11-21 showed active cultivation",1,,,,,,,,,,,,,,,,,,,,,,,,,,13570,Cannabis,4/29/2021,,0,,,,Richard Ramirez,Water Rights Cannabis Enforcement,,,"Trinity County APN: 047-220-53-00

Noah Sheppard
PO Box 112
Albion, CA 95410
",UN002764
7510,4/29/2021,Field,4/30/2021,Groundwater,1,1,12251,El Dorado,,,,,Grounwater Well ,Y,,,,,,,,,,,,,,,,,13568,Cannabis,4/28/2021,5/6/2021,0,,,,Akiko  Masuda,Water Rights Cannabis Enforcement,,,"Search warrant led by El Dorado County Sheriff Office on 4/29/2021.
Confirmed water source is ground water.",NJ000365
7511,4/29/2021,Field,4/30/2021,Groundwater ,1,1,12250,El Dorado,,,,,Grounwater Well ,Y,,,,,,,,,,,,,,,,,13569,Cannabis,4/28/2021,5/6/2021,0,,,,Akiko  Masuda,Water Rights Cannabis Enforcement,,,"El Dorado County Search Warrant Conducted on 4/29/2021
Groundwater for cannabis cultivation",NJ000366
7512,5/3/2021,Office,,SDUR received/approved.,6,1,12157,Mendocino,Haehl Creek,South Fork Eel River,39.37138,-123.351898,on-stream reservoir,Y,,,,,,,,,,,,,,,,,13395,Complaint,3/5/2021,5/3/2021,0,,,,Kajol Gupta,Water Rights - Enf - NC,,,"5/3/2021: KG
Ezra Post filed a complaint regarding an allegation that his neighbor's (Alvin Robinson) cannabis cultivation is affecting his drinking water. Based on his allegation, it appears that Ezra Post has an unpermitted on-stream reservoir and has identified a domestic diversion. Ezra Post has neither a Statement or water right on file for the domestic diversion and reservoir on file. It would appear Ezra Post will need to consider filing for a SDUR (Small Domestic Use Registration). KG routed over SDUR to Ezra Post, which he filled out and submitted. SDUR is received/approved.
",UN002615
7513,5/3/2021,Office,5/4/2021,PODs are located properly; SIUR and Statement on file for the irrigation/domestic use-- revocation to be cancelled. ,1,1,11471,Humboldt,Boulder Creek,Mad River,40.756799,-123.875893,H505910 01,Y,,,,,,,,,,,,,,,,,12352,Cannabis,1/13/2021,5/4/2021,0,,,,Richard Ramirez,Water Rights Cannabis Enforcement,,,"Humboldt
APN: 315-011-011
Jill Giordano
8900 Butler Valley Road 
Korbel, CA 95550

Received Revocation request on 01/13/21, emailed owner for information; Details forthcoming. ","H505910,UN002536"
7514,5/4/2021,Office,, Revocation order/letter sent to clerical. ,4,2,12233,Sonoma,Unnamed stream,Five Creek,38.35405281,-122.63329713, A017919 01,Y,12218,Sonoma,Unnamed stream,Five Creek,38.35405281,-122.63329713,A020825 01,N,,,,,,,,,13516,Revocation - Voluntary,4/7/2021,5/4/2021,0,,,,Kajol Gupta,Water Rights - Enf - NC,,High,"Request for revocation dated February 25, 2020 received by SWRCB via e-mail on March 26, 2021 forwarded to Enforcement Section on April 7, 2021. Sonoma County.

KG (5/4/2021):
Zimmerman wanted to revoke A020825 for non-use since POD is abandoned. Primarily uses A017919 (both mention each other in license). Had meeting with Kristofer Olof (water agent), and decided to go through with revocation order/cover letter. Revocation order/letter processed at clerical. ",A020825
7515,4/22/2021,Office,4/22/2021,water rights were not severed for the property via the land patent; granted deeded access; diverter will file for a domestic right for use in the future,1,2,11478,Humboldt,Unnamed stream,,40.6558,-123.8537,H500868 02,Y,11479,Humboldt,Unnamed stream,,40.6543,-123.8533,H500868 01,N,,,,,,,,,12366,Revocation - Voluntary,1/25/2021,4/22/2021,0,,,,Richard Ramirez,Water Rights Cannabis Enforcement,,,"Humboldt
APN: 314-223-009
Angie Jeong
2328 5TH AVE
LOS ANGELES,  CA 90018 

Received Revocation Request on 01/22/21. Preliminary desk investigation beginning on 01/25/21

Water right for revocation: H500868
Water right to replace: H509142

Proceeding with revoke/replace. Owner filed for a domestic registration after revocation, to cover the storage they intended to have. ","UN002542,D033205,H500868"
7517,5/6/2021,Office,5/6/2021,No longer Cultivating,1,1,12204,Trinity,Buckhorn Creek,Eltapom Creek,40.692494,-123.467982,H505845 01,Y,,,,,,,,,,,,,,,,,13506,Revocation - Voluntary,4/5/2021,5/6/2021,0,,,,Akiko  Masuda,Water Rights Cannabis Enforcement,,,"H505845 - Henschke no longer cultivating cannabis since 2019

4/5/2021 - Requested Emma Carlson - Trinity River Consulting for photos of cultivation areas and point of diversion as evidences. Aerial images are not clear to see.

4/6/2021 - Received photos of POD and cultivation area shows no longer cultivating. Photos of POD are showing with diverting structure but has been removed. These photos are taken in May 2019. 

4/7/2021 - Received the email alternate watersource of other beneficial uses is a groundwater well build in 2019. 
5/6/2021 - Complete Revocation letter sent to the landowner",H505845
7518,12/18/2020,Office,12/31/2020,Revocation Checks,1,1,11105,Mendocino,Unnamed spring,Unnamed stream,39.6974,-123.3684,H501357 01,Y,,,,,,,,,,,,,,,,,12139,Revocation - Voluntary,5/26/2020,,0,,,,Stormer  Feiler,Water Rights Cannabis Enforcement,,,"Voluntary revocation requested APN 035-020-25-00

Eugene Fedorov have secured permission to use Adjacent neighbor¿s well to irrigate cultivation, therefore no longer have a need for this water right. He established a water system and have water storage tanks fed by said well for the irrigation of cultivation. Attached is the Well completion log. SIUR is not longer needed.

February 13, 2021 at 2:39 pm - USPS delivery completed to the landowner

",H501357
7519,4/8/2021,Office,4/8/2021,Revocation Check,1,1,12201,Mendocino,Unnamed spring,McDowell Valley,38.9725,-123.01,H500731 01,Y,,,,,,,,,,,,,,,,,13504,Revocation - Voluntary,3/16/2021,4/8/2021,0,,,,Akiko  Masuda,Water Rights Cannabis Enforcement,,,"REVOKING REGISTRATION CERTIFICATE H100186 (APPLICATION H500731), UNNAMED SPRING TRIBUTARY TO MCDOWELL
VALLEY THENCE RUSSIAN RIVER IN MENDOCINO COUNTY.

Water source is two groundwater wells
Lia Cox at Chantal Simonpietri Consulting and confirmed two groundwater wells supply irrigation water to cannabis cultivation (Well 1: WCR2020-010345/WW23660 and Well 2: WW22825 permitted by Mendocino County Environmental Health Office). Photos of these two groundwater well and well completion reports are provided. Two wells will produce total 52 GPM which is enough water to support irrigation for entire cannabis cultivation. No surface water is diverted for cannabis cultivation. No longer SIUR required.

4/8/2021 - Revocation Completed, Mail Sent 

",H500731
7520,5/7/2021,Office,,,1,1,11283,Siskiyou,Mill Creek,,41.55873291,-122.99207282,A007825 01,Y,,,,,,,,,,,,,,,,,12240,Revocation - Voluntary,8/26/2020,5/7/2021,0,,,,Lee  Barclay,Water Rights - Enf - NC,,,"Mr. Hymas, the primary owner, would like to partially revoke his decreed right down to under 10ac-ft to avoid SB-88 regulations. His wife, Debbie was previously handling the revocation and has since separated. 

The partial owner of the water right (based on adjudication maps) belongs to Ecotrust Forest Management. I reached out to EFM through their website and was referred to Darin Stringer, a senior forester in the area. 

Previously Debbie requested that I contact Mr. Stringer and communicate the information concerning the water rights. Mr. Stringer asked for adjudication maps to find other water rights that he may not be primary owner of. He is researching the water rights and is considering his options. He was previously looking at possibly filing a 1707.

I have called Mr. Stringer and emailed Mr. Stringer (8/26/2020) and (9/23/2020) and there has not been a response. 

Reached out to Mr. Hymas several times. No response. Mr Stringer's signature is required for revocation. I have acquired Deborah's and Trevor Hymas'. I have also informed Mr Stringer of the situation and gave Mr. Hymas Mr. Stringer's contact info. Did not hear I response back since. 

Based on the Shackleford Creek decree, a supplemental decree is necessary for partial revocation. 

Revocation closed due to no response to the 45-day notice. Denial letter sent to clerical 03/19/2021",A007825
7521,1/6/2020,Field,2/7/2020,see complaint findings report in attachments,1,1,12252,Siskiyou,Shackleford Creek,Scott River,,,,,,,,,,,,,,,,,,,,,11715,Complaint,11/8/2019,2/7/2020,0,,,,Lee  Barclay,Water Rights - Enforcement,,Medium,"In a 2014 Timber Harvest Plan (THP), Pats Nor THP, dated 2014 and located in Siskiyou county, proposed drafting sites and water holes off-site of Fruit Grower Supply Company (FGSC) lands were identified. FGSC has riparian property and rights. However, one of the drafting sites includes diversion of water from a senior water right holder in the Scott Valley Decree. Conditions pertaining to riparian water rights relating to those of adjudicated water rights were explained to responsible party. 
1) the amount diverted upstream would reach the riparian property line in the absence of the diversion, 2) the diversion does not interfere with intervening riparian diverters and 3) there is legal access to the point of diversion. They also only have the right to how much water is available at their property. (i.e. if the surface water source on the riparian land owned by FGSC is no longer flowing or flowing at a rate that doesn't meet FGSC demand, FGSC cannot establish a point of diversion downstream off of lands owned by FGSC)
FGSC has the right to divert off-site under their riparian right as long as all conditions are met. 
Statements of use and PoDs are absent of eWRIMs. This concern has been expressed to RP.",UN002160
7522,9/2/2020,Office,,Well log found from DWR. Well is not artesian and is not within the Division's permitting authority. ,1,1,11145,Mendocino,To be determined,,38.9053,-123.2269,Created from complaint ID: 6107,Y,,,,,,,,,,,,,,,,,12169,Complaint,7/23/2020,9/4/2020,0,,,,Lee  Barclay,Water Rights - Enf - NC,,Medium,"Researched DWR Well Completion Reports. Found one on the adjacent parcel under the same land owners name. 

The well is not artesian. Groundwater is being extracted from the well that is outside of the Division's jurisdiction.",NJ000320
7523,5/11/2021,Office,,Request for revocation.,1,1,12253,Placer,Unnamed stream,,38.76115262,-121.39768676,A028254 01,Y,,,,,,,,,,,,,,,,,13574,Revocation - Voluntary,5/11/2021,,0,,,,Aaron  Feldhaus,Water Rights - Enf - SV,,Low,"Request for revocation dated May 5, 2021, received by SWRCB on May 11, 2021 via e-mail. Placer County.",A028254
7524,5/11/2021,Field,5/12/2021,Site visit - all rainwater catchment for cannabis cultivation,2,1,10472,Humboldt,,,40.164,-123.8727,Pond B,Y,,,,,,,,,,,,,,,,,11691,Cannabis,10/14/2019,5/11/2021,0,,,,Christopher  Borsh,Water Rights Cannabis Enforcement,,,"CDFW LSA 1600-2019-0569-R1

LSA identifies 4 ponds used for cannnabis cultivation. Pond B at 40.1640, -123.8727 was determined to most likely be an onstream pond.

CEU visited the site on May 11, 2021 - confirmed all rainwater catchment ponds for cannabis cultivation. For domestic use, there are possiblity diverting surface water from Tustin Creek. ",UN002144
7525,5/12/2021,Office,7/1/2021,Request for revocation.,1,1,12254,San Diego,Unnamed spring,,33.26662851,-116.89174613,A007035 01,Y,,,,,,,,,,,,,,,,,13580,Revocation - Voluntary,5/12/2021,7/1/2021,0,,,,Antonio  Barrales,Water Rights - Enf - SC&CC,,Low,"Request for revocation dated May 9, 2021, received by SWRCB on May 12, 2021 by postal mail. San Diego County.
5/13/2021 - Assigned to Antonio Barrales",A007035
7526,5/12/2021,Office,,Request for revocation.,1,1,12255,Mendocino,Ferguson Gulch,,38.80412386,-123.58344847,A017111 01,Y,,,,,,,,,,,,,,,,,13581,Revocation - Voluntary,5/12/2021,7/26/2021,0,,,,Sahil  Pathak,Water Rights - Enf - NC,,Low,"Request for revocation dated May 5, 2021, received by SWRCB on May 12, 2021 by postal mail. Mendocino County.",A017111
7527,5/13/2021,Office,,Request for revocation.,1,1,12258,Sonoma,Mark West Creek,,38.508,-122.6421,A014301 01,Y,,,,,,,,,,,,,,,,,13584,Revocation - Voluntary,5/13/2021,7/26/2021,0,,,,Sahil  Pathak,Water Rights - Enf - NC,,Low,"Request for revocation dated May 13, 2021 received by SWRCB via e-mail on same date. Sonoma County.",A014301
7528,5/13/2021,Office,,Site review indicates roughly 60 hoop houses,1,7,12257,Contra Costa,Delta,,,,Created from complaint ID: 6236,Y,12264,Contra Costa,Unnamed stream,,37.93842085,-121.56317936,A002950 02,N,12263,Contra Costa,Unnamed stream,,37.93797763,-121.61137484,A002950 01,N,13583,Complaint,5/13/2021,5/14/2021,0,,,,Christopher  Borsh,Water Rights Cannabis Enforcement,,,"Contra Costa APN 015-210-004

I would like to report one marijuana farm illegally drawing water from the Delta for watering their marijuana plants on 600 acres of land without permit in Brentwood Ca (APN 015-210-004). Owner of this farm is Enlan He.

Please stop this illegal business immediately. The California legislature passed the Sustainable Groundwater Management Act (Sgma) in 2014 to begin regulating groundwater.

Please call me at 925-783-2345 for details.","UN002771,A002950,A002950"
7529,5/14/2021,Office,,Request for revocation.,3,1,12265,Trinity,Marie Creek,South Fork Trinity River,40.3344,-123.2909,D030692 01,Y,,,,,,,,,,,,,,,,,13585,Revocation - Voluntary,5/14/2021,6/3/2021,0,,,,Kajol Gupta,Water Rights - Enf - NC,,,"Request for revocation dated May 11, 2021, received by SWRCB on May 14, 2021 by postal mail. Trinity County

KG 5/27/2021:
Processed revocation request. Pending revocation order and cover letter.

KG 6/3/2021:
Revocation order and cover letter sent to clerical. Notified Mr. Flint of mailout.",D030692
